Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"scrollToElement(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""), 0)",Chrome 119.0.0.0,,,2023-11-27 13:30:32,2023-11-27 13:30:32,0.034s,PASSED
"click(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""))",Chrome 119.0.0.0,,,2023-11-27 13:30:32,2023-11-27 13:30:34,2.162s,PASSED
delay(45),Chrome 119.0.0.0,,,2023-11-27 13:30:34,2023-11-27 13:31:19,45.010s,PASSED
"Education = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Educational_Info""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 13:31:19,2023-11-27 13:31:19,0.042s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EDUCATION"", Education, EducationNew)",Chrome 119.0.0.0,,,2023-11-27 13:31:19,2023-11-27 13:31:19,0.001s,PASSED
"Hobbies = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Hobbies""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 13:31:19,2023-11-27 13:31:19,0.080s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""HOBBIES"", Hobbies, HobbiesNew)",Chrome 119.0.0.0,,,2023-11-27 13:31:19,2023-11-27 13:31:19,0.000s,PASSED
"Expectations = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_expectation""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 13:31:19,2023-11-27 13:31:19,0.057s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EXPECTATIONS"", Expectations, ExpectationsNew)",Chrome 119.0.0.0,,,2023-11-27 13:31:19,2023-11-27 13:31:19,0.001s,PASSED
"Others = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Health""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 13:31:19,2023-11-27 13:31:19,0.040s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""OTHERS"", Others, OtherNew)",Chrome 119.0.0.0,,,2023-11-27 13:31:19,2023-11-27 13:31:19,0.001s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Save  Continue""), 65)",Chrome 119.0.0.0,,,2023-11-27 13:31:19,2023-11-27 13:31:19,0.041s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Save  Continue""))",Chrome 119.0.0.0,,,2023-11-27 13:31:19,2023-11-27 13:31:22,2.096s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Thankyou_Page/Thankyou_Page_Objects/txt_h1_Thank you""), 0)",Chrome 119.0.0.0,,,2023-11-27 13:31:22,2023-11-27 13:31:22,0.039s,PASSED
delay(2),Chrome 119.0.0.0,,,2023-11-27 13:31:22,2023-11-27 13:31:24,2.003s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-27 13:31:24,2023-11-27 13:31:24,0.530s,PASSED
,,,,,,,
Test Cases/Companion_TestCases/TC05_ReRecord_Type,Chrome 119.0.0.0,,,2023-11-27 13:31:24,2023-11-27 13:33:26,2m - 1.545s,PASSED
"callTestCase(findTestCase(""Common_TestCases/Sign_In""), [""email"":Email, ""password"":Password], STOP_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-27 13:31:24,2023-11-27 13:31:31,6.486s,PASSED
delay(5),Chrome 119.0.0.0,,,2023-11-27 13:31:31,2023-11-27 13:31:36,5.013s,PASSED
"scrollToElement(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Re-record""), 0)",Chrome 119.0.0.0,,,2023-11-27 13:31:36,2023-11-27 13:31:36,0.059s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Re-record""))",Chrome 119.0.0.0,,,2023-11-27 13:31:36,2023-11-27 13:31:38,2.159s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/btn_Proceed_ReRecord""))",Chrome 119.0.0.0,,,2023-11-27 13:31:38,2023-11-27 13:31:40,2.176s,PASSED
"waitForElementClickable(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""), 65)",Chrome 119.0.0.0,,,2023-11-27 13:31:40,2023-11-27 13:32:33,53.054s,PASSED
"click(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""))",Chrome 119.0.0.0,,,2023-11-27 13:32:33,2023-11-27 13:32:33,0.071s,PASSED
"setText(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Input_I_Want_To_Type""), Profile)",Chrome 119.0.0.0,,,2023-11-27 13:32:33,2023-11-27 13:32:34,0.416s,PASSED
"scrollToElement(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""), 0)",Chrome 119.0.0.0,,,2023-11-27 13:32:34,2023-11-27 13:32:34,0.038s,PASSED
"click(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""))",Chrome 119.0.0.0,,,2023-11-27 13:32:34,2023-11-27 13:32:36,2.157s,PASSED
delay(45),Chrome 119.0.0.0,,,2023-11-27 13:32:36,2023-11-27 13:33:21,45.016s,PASSED
"Education = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Educational_Info""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 13:33:21,2023-11-27 13:33:21,0.077s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EDUCATION"", Education, EducationNew)",Chrome 119.0.0.0,,,2023-11-27 13:33:21,2023-11-27 13:33:21,0.001s,PASSED
"Hobbies = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Hobbies""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 13:33:21,2023-11-27 13:33:21,0.048s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""HOBBIES"", Hobbies, HobbiesNew)",Chrome 119.0.0.0,,,2023-11-27 13:33:21,2023-11-27 13:33:21,0.001s,PASSED
"Expectations = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_expectation""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 13:33:21,2023-11-27 13:33:21,0.035s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EXPECTATIONS"", Expectations, ExpectationsNew)",Chrome 119.0.0.0,,,2023-11-27 13:33:21,2023-11-27 13:33:21,0.000s,PASSED
"Others = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Health""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 13:33:21,2023-11-27 13:33:21,0.033s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""OTHERS"", Others, OtherNew)",Chrome 119.0.0.0,,,2023-11-27 13:33:21,2023-11-27 13:33:21,0.000s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Save  Continue""), 65)",Chrome 119.0.0.0,,,2023-11-27 13:33:21,2023-11-27 13:33:21,0.034s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Save  Continue""))",Chrome 119.0.0.0,,,2023-11-27 13:33:21,2023-11-27 13:33:23,2.149s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Thankyou_Page/Thankyou_Page_Objects/txt_h1_Thank you""), 0)",Chrome 119.0.0.0,,,2023-11-27 13:33:23,2023-11-27 13:33:23,0.067s,PASSED
delay(2),Chrome 119.0.0.0,,,2023-11-27 13:33:23,2023-11-27 13:33:25,2.009s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-27 13:33:25,2023-11-27 13:33:26,0.421s,PASSED
,,,,,,,
Test Cases/Companion_TestCases/TC05_ReRecord_Type,Chrome 119.0.0.0,,,2023-11-27 13:33:26,2023-11-27 13:35:27,2m - 1.514s,PASSED
"callTestCase(findTestCase(""Common_TestCases/Sign_In""), [""email"":Email, ""password"":Password], STOP_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-27 13:33:26,2023-11-27 13:33:32,6.146s,PASSED
delay(5),Chrome 119.0.0.0,,,2023-11-27 13:33:32,2023-11-27 13:33:37,5.007s,PASSED
"scrollToElement(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Re-record""), 0)",Chrome 119.0.0.0,,,2023-11-27 13:33:37,2023-11-27 13:33:37,0.043s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Re-record""))",Chrome 119.0.0.0,,,2023-11-27 13:33:37,2023-11-27 13:33:39,2.114s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/btn_Proceed_ReRecord""))",Chrome 119.0.0.0,,,2023-11-27 13:33:39,2023-11-27 13:33:41,2.159s,PASSED
"waitForElementClickable(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""), 65)",Chrome 119.0.0.0,,,2023-11-27 13:33:41,2023-11-27 13:34:35,53.466s,PASSED
"click(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""))",Chrome 119.0.0.0,,,2023-11-27 13:34:35,2023-11-27 13:34:35,0.064s,PASSED
"setText(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Input_I_Want_To_Type""), Profile)",Chrome 119.0.0.0,,,2023-11-27 13:34:35,2023-11-27 13:34:35,0.419s,PASSED
"scrollToElement(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""), 0)",Chrome 119.0.0.0,,,2023-11-27 13:34:35,2023-11-27 13:34:35,0.034s,PASSED
"click(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""))",Chrome 119.0.0.0,,,2023-11-27 13:34:35,2023-11-27 13:34:37,2.192s,PASSED
delay(45),Chrome 119.0.0.0,,,2023-11-27 13:34:37,2023-11-27 13:35:22,45.018s,PASSED
"Education = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Educational_Info""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 13:35:22,2023-11-27 13:35:22,0.033s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EDUCATION"", Education, EducationNew)",Chrome 119.0.0.0,,,2023-11-27 13:35:22,2023-11-27 13:35:22,0.000s,PASSED
"Hobbies = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Hobbies""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 13:35:22,2023-11-27 13:35:23,0.044s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""HOBBIES"", Hobbies, HobbiesNew)",Chrome 119.0.0.0,,,2023-11-27 13:35:23,2023-11-27 13:35:23,0.001s,PASSED
"Expectations = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_expectation""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 13:35:23,2023-11-27 13:35:23,0.046s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EXPECTATIONS"", Expectations, ExpectationsNew)",Chrome 119.0.0.0,,,2023-11-27 13:35:23,2023-11-27 13:35:23,0.001s,PASSED
"Others = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Health""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 13:35:23,2023-11-27 13:35:23,0.066s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""OTHERS"", Others, OtherNew)",Chrome 119.0.0.0,,,2023-11-27 13:35:23,2023-11-27 13:35:23,0.001s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Save  Continue""), 65)",Chrome 119.0.0.0,,,2023-11-27 13:35:23,2023-11-27 13:35:23,0.045s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Save  Continue""))",Chrome 119.0.0.0,,,2023-11-27 13:35:23,2023-11-27 13:35:25,2.163s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Thankyou_Page/Thankyou_Page_Objects/txt_h1_Thank you""), 0)",Chrome 119.0.0.0,,,2023-11-27 13:35:25,2023-11-27 13:35:25,0.035s,PASSED
delay(2),Chrome 119.0.0.0,,,2023-11-27 13:35:25,2023-11-27 13:35:27,2.002s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-27 13:35:27,2023-11-27 13:35:27,0.402s,PASSED
,,,,,,,
Test Cases/Companion_TestCases/TC05_ReRecord_Type,Chrome 119.0.0.0,,,2023-11-27 13:35:27,2023-11-27 13:37:29,2m - 1.796s,PASSED
"callTestCase(findTestCase(""Common_TestCases/Sign_In""), [""email"":Email, ""password"":Password], STOP_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-27 13:35:27,2023-11-27 13:35:34,6.583s,PASSED
delay(5),Chrome 119.0.0.0,,,2023-11-27 13:35:34,2023-11-27 13:35:39,5.014s,PASSED
"scrollToElement(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Re-record""), 0)",Chrome 119.0.0.0,,,2023-11-27 13:35:39,2023-11-27 13:35:39,0.042s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Re-record""))",Chrome 119.0.0.0,,,2023-11-27 13:35:39,2023-11-27 13:35:41,2.156s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/btn_Proceed_ReRecord""))",Chrome 119.0.0.0,,,2023-11-27 13:35:41,2023-11-27 13:35:43,2.168s,PASSED
"waitForElementClickable(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""), 65)",Chrome 119.0.0.0,,,2023-11-27 13:35:43,2023-11-27 13:36:37,53.225s,PASSED
"click(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""))",Chrome 119.0.0.0,,,2023-11-27 13:36:37,2023-11-27 13:36:37,0.059s,PASSED
"setText(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Input_I_Want_To_Type""), Profile)",Chrome 119.0.0.0,,,2023-11-27 13:36:37,2023-11-27 13:36:37,0.475s,PASSED
"scrollToElement(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""), 0)",Chrome 119.0.0.0,,,2023-11-27 13:36:37,2023-11-27 13:36:37,0.032s,PASSED
"click(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""))",Chrome 119.0.0.0,,,2023-11-27 13:36:37,2023-11-27 13:36:39,2.171s,PASSED
delay(45),Chrome 119.0.0.0,,,2023-11-27 13:36:39,2023-11-27 13:37:24,45.006s,PASSED
"Education = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Educational_Info""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 13:37:24,2023-11-27 13:37:24,0.042s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EDUCATION"", Education, EducationNew)",Chrome 119.0.0.0,,,2023-11-27 13:37:24,2023-11-27 13:37:24,0.001s,PASSED
"Hobbies = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Hobbies""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 13:37:24,2023-11-27 13:37:24,0.044s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""HOBBIES"", Hobbies, HobbiesNew)",Chrome 119.0.0.0,,,2023-11-27 13:37:24,2023-11-27 13:37:24,0.000s,PASSED
"Expectations = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_expectation""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 13:37:24,2023-11-27 13:37:24,0.046s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EXPECTATIONS"", Expectations, ExpectationsNew)",Chrome 119.0.0.0,,,2023-11-27 13:37:24,2023-11-27 13:37:24,0.001s,PASSED
"Others = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Health""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 13:37:24,2023-11-27 13:37:24,0.090s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""OTHERS"", Others, OtherNew)",Chrome 119.0.0.0,,,2023-11-27 13:37:24,2023-11-27 13:37:24,0.001s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Save  Continue""), 65)",Chrome 119.0.0.0,,,2023-11-27 13:37:24,2023-11-27 13:37:25,0.036s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Save  Continue""))",Chrome 119.0.0.0,,,2023-11-27 13:37:25,2023-11-27 13:37:27,2.099s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Thankyou_Page/Thankyou_Page_Objects/txt_h1_Thank you""), 0)",Chrome 119.0.0.0,,,2023-11-27 13:37:27,2023-11-27 13:37:27,0.032s,PASSED
delay(2),Chrome 119.0.0.0,,,2023-11-27 13:37:27,2023-11-27 13:37:29,2.001s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-27 13:37:29,2023-11-27 13:37:29,0.437s,PASSED
,,,,,,,
Test Cases/Companion_TestCases/TC05_ReRecord_Type,Chrome 119.0.0.0,,,2023-11-27 13:37:29,2023-11-27 13:39:31,2m - 2.138s,PASSED
"callTestCase(findTestCase(""Common_TestCases/Sign_In""), [""email"":Email, ""password"":Password], STOP_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-27 13:37:29,2023-11-27 13:37:35,6.192s,PASSED
delay(5),Chrome 119.0.0.0,,,2023-11-27 13:37:35,2023-11-27 13:37:40,5.004s,PASSED
"scrollToElement(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Re-record""), 0)",Chrome 119.0.0.0,,,2023-11-27 13:37:40,2023-11-27 13:37:40,0.121s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Re-record""))",Chrome 119.0.0.0,,,2023-11-27 13:37:40,2023-11-27 13:37:43,2.299s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/btn_Proceed_ReRecord""))",Chrome 119.0.0.0,,,2023-11-27 13:37:43,2023-11-27 13:37:43,0.402s,PASSED
"waitForElementClickable(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""), 65)",Chrome 119.0.0.0,,,2023-11-27 13:37:43,2023-11-27 13:38:36,52.808s,PASSED
"click(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""))",Chrome 119.0.0.0,,,2023-11-27 13:38:36,2023-11-27 13:38:36,0.259s,PASSED
"setText(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Input_I_Want_To_Type""), Profile)",Chrome 119.0.0.0,,,2023-11-27 13:38:36,2023-11-27 13:38:37,0.876s,PASSED
"scrollToElement(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""), 0)",Chrome 119.0.0.0,,,2023-11-27 13:38:37,2023-11-27 13:38:37,0.161s,PASSED
"click(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""))",Chrome 119.0.0.0,,,2023-11-27 13:38:37,2023-11-27 13:38:40,2.517s,PASSED
delay(45),Chrome 119.0.0.0,,,2023-11-27 13:38:40,2023-11-27 13:39:25,45.018s,PASSED
"Education = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Educational_Info""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 13:39:25,2023-11-27 13:39:25,0.173s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EDUCATION"", Education, EducationNew)",Chrome 119.0.0.0,,,2023-11-27 13:39:25,2023-11-27 13:39:25,0.001s,PASSED
"Hobbies = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Hobbies""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 13:39:25,2023-11-27 13:39:25,0.120s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""HOBBIES"", Hobbies, HobbiesNew)",Chrome 119.0.0.0,,,2023-11-27 13:39:25,2023-11-27 13:39:25,0.000s,PASSED
"Expectations = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_expectation""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 13:39:25,2023-11-27 13:39:25,0.100s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EXPECTATIONS"", Expectations, ExpectationsNew)",Chrome 119.0.0.0,,,2023-11-27 13:39:25,2023-11-27 13:39:25,0.001s,PASSED
"Others = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Health""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 13:39:25,2023-11-27 13:39:25,0.130s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""OTHERS"", Others, OtherNew)",Chrome 119.0.0.0,,,2023-11-27 13:39:25,2023-11-27 13:39:25,0.001s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Save  Continue""), 65)",Chrome 119.0.0.0,,,2023-11-27 13:39:25,2023-11-27 13:39:25,0.113s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Save  Continue""))",Chrome 119.0.0.0,,,2023-11-27 13:39:25,2023-11-27 13:39:28,2.899s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Thankyou_Page/Thankyou_Page_Objects/txt_h1_Thank you""), 0)",Chrome 119.0.0.0,,,2023-11-27 13:39:28,2023-11-27 13:39:29,0.198s,PASSED
delay(2),Chrome 119.0.0.0,,,2023-11-27 13:39:29,2023-11-27 13:39:31,2.009s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-27 13:39:31,2023-11-27 13:39:31,0.722s,PASSED
