Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"Expectations = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_expectation""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 11:34:00,2023-11-27 11:34:00,0.055s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EXPECTATIONS"", Expectations, ExpectationsNew)",Chrome 119.0.0.0,,,2023-11-27 11:34:00,2023-11-27 11:34:00,0.001s,PASSED
"Others = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Health""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 11:34:00,2023-11-27 11:34:00,0.059s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""OTHERS"", Others, OtherNew)",Chrome 119.0.0.0,,,2023-11-27 11:34:00,2023-11-27 11:34:00,0.001s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Save  Continue""), 65)",Chrome 119.0.0.0,,,2023-11-27 11:34:00,2023-11-27 11:34:00,0.042s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Save  Continue""))",Chrome 119.0.0.0,,,2023-11-27 11:34:00,2023-11-27 11:34:03,2.161s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Thankyou_Page/Thankyou_Page_Objects/txt_h1_Thank you""), 0)",Chrome 119.0.0.0,,,2023-11-27 11:34:03,2023-11-27 11:34:03,0.056s,PASSED
delay(2),Chrome 119.0.0.0,,,2023-11-27 11:34:03,2023-11-27 11:34:05,2.005s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-27 11:34:05,2023-11-27 11:34:05,0.523s,PASSED
,,,,,,,
Test Cases/Senior_TestCases/TC03_ReRecord_Type,Chrome 119.0.0.0,,,2023-11-27 11:34:05,2023-11-27 11:36:08,2m - 3.068s,PASSED
"callTestCase(findTestCase(""Common_TestCases/Sign_In""), [""email"":Email, ""password"":Password], STOP_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-27 11:34:05,2023-11-27 11:34:12,6.528s,PASSED
delay(5),Chrome 119.0.0.0,,,2023-11-27 11:34:12,2023-11-27 11:34:17,5.022s,PASSED
"scrollToElement(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Re-record""), 0)",Chrome 119.0.0.0,,,2023-11-27 11:34:17,2023-11-27 11:34:17,0.188s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Re-record""))",Chrome 119.0.0.0,,,2023-11-27 11:34:17,2023-11-27 11:34:19,2.201s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/btn_Proceed_ReRecord""))",Chrome 119.0.0.0,,,2023-11-27 11:34:19,2023-11-27 11:34:21,2.266s,PASSED
"waitForElementClickable(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""), 65)",Chrome 119.0.0.0,,,2023-11-27 11:34:21,2023-11-27 11:35:14,52.717s,PASSED
"click(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""))",Chrome 119.0.0.0,,,2023-11-27 11:35:14,2023-11-27 11:35:14,0.114s,PASSED
"setText(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Input_I_Want_To_Type""), Profile)",Chrome 119.0.0.0,,,2023-11-27 11:35:14,2023-11-27 11:35:15,0.931s,PASSED
"scrollToElement(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""), 0)",Chrome 119.0.0.0,,,2023-11-27 11:35:15,2023-11-27 11:35:15,0.052s,PASSED
"click(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""))",Chrome 119.0.0.0,,,2023-11-27 11:35:15,2023-11-27 11:35:18,2.372s,PASSED
delay(45),Chrome 119.0.0.0,,,2023-11-27 11:35:18,2023-11-27 11:36:03,45.004s,PASSED
"Education = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Educational_Info""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 11:36:03,2023-11-27 11:36:03,0.082s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EDUCATION"", Education, EducationNew)",Chrome 119.0.0.0,,,2023-11-27 11:36:03,2023-11-27 11:36:03,0.004s,PASSED
"Hobbies = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Hobbies""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 11:36:03,2023-11-27 11:36:03,0.063s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""HOBBIES"", Hobbies, HobbiesNew)",Chrome 119.0.0.0,,,2023-11-27 11:36:03,2023-11-27 11:36:03,0.001s,PASSED
"Expectations = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_expectation""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 11:36:03,2023-11-27 11:36:03,0.117s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EXPECTATIONS"", Expectations, ExpectationsNew)",Chrome 119.0.0.0,,,2023-11-27 11:36:03,2023-11-27 11:36:03,0.000s,PASSED
"Others = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Health""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 11:36:03,2023-11-27 11:36:03,0.135s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""OTHERS"", Others, OtherNew)",Chrome 119.0.0.0,,,2023-11-27 11:36:03,2023-11-27 11:36:03,0.002s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Save  Continue""), 65)",Chrome 119.0.0.0,,,2023-11-27 11:36:03,2023-11-27 11:36:03,0.109s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Save  Continue""))",Chrome 119.0.0.0,,,2023-11-27 11:36:03,2023-11-27 11:36:06,2.491s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Thankyou_Page/Thankyou_Page_Objects/txt_h1_Thank you""), 0)",Chrome 119.0.0.0,,,2023-11-27 11:36:06,2023-11-27 11:36:06,0.057s,PASSED
delay(2),Chrome 119.0.0.0,,,2023-11-27 11:36:06,2023-11-27 11:36:08,2.009s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-27 11:36:08,2023-11-27 11:36:08,0.581s,PASSED
,,,,,,,
Test Cases/Senior_TestCases/TC03_ReRecord_Type,Chrome 119.0.0.0,,,2023-11-27 11:36:08,2023-11-27 11:38:11,2m - 2.624s,PASSED
"callTestCase(findTestCase(""Common_TestCases/Sign_In""), [""email"":Email, ""password"":Password], STOP_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-27 11:36:08,2023-11-27 11:36:15,6.557s,PASSED
delay(5),Chrome 119.0.0.0,,,2023-11-27 11:36:15,2023-11-27 11:36:20,5.003s,PASSED
"scrollToElement(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Re-record""), 0)",Chrome 119.0.0.0,,,2023-11-27 11:36:20,2023-11-27 11:36:20,0.035s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Re-record""))",Chrome 119.0.0.0,,,2023-11-27 11:36:20,2023-11-27 11:36:22,2.150s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/btn_Proceed_ReRecord""))",Chrome 119.0.0.0,,,2023-11-27 11:36:22,2023-11-27 11:36:24,2.157s,PASSED
"waitForElementClickable(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""), 65)",Chrome 119.0.0.0,,,2023-11-27 11:36:24,2023-11-27 11:37:18,53.350s,PASSED
"click(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""))",Chrome 119.0.0.0,,,2023-11-27 11:37:18,2023-11-27 11:37:18,0.055s,PASSED
"setText(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Input_I_Want_To_Type""), Profile)",Chrome 119.0.0.0,,,2023-11-27 11:37:18,2023-11-27 11:37:18,0.490s,PASSED
"scrollToElement(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""), 0)",Chrome 119.0.0.0,,,2023-11-27 11:37:18,2023-11-27 11:37:18,0.031s,PASSED
"click(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""))",Chrome 119.0.0.0,,,2023-11-27 11:37:18,2023-11-27 11:37:20,2.117s,PASSED
delay(45),Chrome 119.0.0.0,,,2023-11-27 11:37:20,2023-11-27 11:38:05,45.008s,PASSED
"Education = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Educational_Info""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 11:38:05,2023-11-27 11:38:05,0.041s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EDUCATION"", Education, EducationNew)",Chrome 119.0.0.0,,,2023-11-27 11:38:05,2023-11-27 11:38:05,0.000s,PASSED
"Hobbies = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Hobbies""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 11:38:05,2023-11-27 11:38:05,0.085s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""HOBBIES"", Hobbies, HobbiesNew)",Chrome 119.0.0.0,,,2023-11-27 11:38:05,2023-11-27 11:38:05,0.001s,PASSED
"Expectations = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_expectation""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 11:38:05,2023-11-27 11:38:05,0.066s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EXPECTATIONS"", Expectations, ExpectationsNew)",Chrome 119.0.0.0,,,2023-11-27 11:38:05,2023-11-27 11:38:05,0.001s,PASSED
"Others = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Health""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 11:38:05,2023-11-27 11:38:06,0.049s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""OTHERS"", Others, OtherNew)",Chrome 119.0.0.0,,,2023-11-27 11:38:06,2023-11-27 11:38:06,0.000s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Save  Continue""), 65)",Chrome 119.0.0.0,,,2023-11-27 11:38:06,2023-11-27 11:38:06,0.044s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Save  Continue""))",Chrome 119.0.0.0,,,2023-11-27 11:38:06,2023-11-27 11:38:08,2.175s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Thankyou_Page/Thankyou_Page_Objects/txt_h1_Thank you""), 0)",Chrome 119.0.0.0,,,2023-11-27 11:38:08,2023-11-27 11:38:08,0.040s,PASSED
delay(2),Chrome 119.0.0.0,,,2023-11-27 11:38:08,2023-11-27 11:38:10,2.007s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-27 11:38:10,2023-11-27 11:38:11,1.138s,PASSED
,,,,,,,
Test Cases/Senior_TestCases/TC03_ReRecord_Type,Chrome 119.0.0.0,,,2023-11-27 11:38:11,2023-11-27 11:40:12,2m - 1.214s,PASSED
"callTestCase(findTestCase(""Common_TestCases/Sign_In""), [""email"":Email, ""password"":Password], STOP_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-27 11:38:11,2023-11-27 11:38:17,6.352s,PASSED
delay(5),Chrome 119.0.0.0,,,2023-11-27 11:38:17,2023-11-27 11:38:22,5.016s,PASSED
"scrollToElement(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Re-record""), 0)",Chrome 119.0.0.0,,,2023-11-27 11:38:22,2023-11-27 11:38:22,0.049s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Re-record""))",Chrome 119.0.0.0,,,2023-11-27 11:38:22,2023-11-27 11:38:25,2.151s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/btn_Proceed_ReRecord""))",Chrome 119.0.0.0,,,2023-11-27 11:38:25,2023-11-27 11:38:27,2.157s,PASSED
"waitForElementClickable(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""), 65)",Chrome 119.0.0.0,,,2023-11-27 11:38:27,2023-11-27 11:39:19,52.718s,PASSED
"click(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""))",Chrome 119.0.0.0,,,2023-11-27 11:39:19,2023-11-27 11:39:19,0.067s,PASSED
"setText(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Input_I_Want_To_Type""), Profile)",Chrome 119.0.0.0,,,2023-11-27 11:39:19,2023-11-27 11:39:20,0.542s,PASSED
"scrollToElement(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""), 0)",Chrome 119.0.0.0,,,2023-11-27 11:39:20,2023-11-27 11:39:20,0.033s,PASSED
"click(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""))",Chrome 119.0.0.0,,,2023-11-27 11:39:20,2023-11-27 11:39:22,2.097s,PASSED
delay(45),Chrome 119.0.0.0,,,2023-11-27 11:39:22,2023-11-27 11:40:07,45.013s,PASSED
"Education = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Educational_Info""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 11:40:07,2023-11-27 11:40:07,0.049s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EDUCATION"", Education, EducationNew)",Chrome 119.0.0.0,,,2023-11-27 11:40:07,2023-11-27 11:40:07,0.000s,PASSED
"Hobbies = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Hobbies""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 11:40:07,2023-11-27 11:40:07,0.062s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""HOBBIES"", Hobbies, HobbiesNew)",Chrome 119.0.0.0,,,2023-11-27 11:40:07,2023-11-27 11:40:07,0.000s,PASSED
"Expectations = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_expectation""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 11:40:07,2023-11-27 11:40:07,0.033s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EXPECTATIONS"", Expectations, ExpectationsNew)",Chrome 119.0.0.0,,,2023-11-27 11:40:07,2023-11-27 11:40:07,0.000s,PASSED
"Others = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Health""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 11:40:07,2023-11-27 11:40:07,0.035s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""OTHERS"", Others, OtherNew)",Chrome 119.0.0.0,,,2023-11-27 11:40:07,2023-11-27 11:40:07,0.001s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Save  Continue""), 65)",Chrome 119.0.0.0,,,2023-11-27 11:40:07,2023-11-27 11:40:07,0.030s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Save  Continue""))",Chrome 119.0.0.0,,,2023-11-27 11:40:07,2023-11-27 11:40:10,2.149s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Thankyou_Page/Thankyou_Page_Objects/txt_h1_Thank you""), 0)",Chrome 119.0.0.0,,,2023-11-27 11:40:10,2023-11-27 11:40:10,0.052s,PASSED
delay(2),Chrome 119.0.0.0,,,2023-11-27 11:40:10,2023-11-27 11:40:12,2.003s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-27 11:40:12,2023-11-27 11:40:12,0.582s,PASSED
,,,,,,,
Test Cases/Senior_TestCases/TC03_ReRecord_Type,Chrome 119.0.0.0,,,2023-11-27 11:40:12,2023-11-27 11:42:14,2m - 1.444s,PASSED
"callTestCase(findTestCase(""Common_TestCases/Sign_In""), [""email"":Email, ""password"":Password], STOP_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-27 11:40:12,2023-11-27 11:40:19,6.393s,PASSED
delay(5),Chrome 119.0.0.0,,,2023-11-27 11:40:19,2023-11-27 11:40:24,5.011s,PASSED
"scrollToElement(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Re-record""), 0)",Chrome 119.0.0.0,,,2023-11-27 11:40:24,2023-11-27 11:40:24,0.052s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Re-record""))",Chrome 119.0.0.0,,,2023-11-27 11:40:24,2023-11-27 11:40:26,2.205s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/btn_Proceed_ReRecord""))",Chrome 119.0.0.0,,,2023-11-27 11:40:26,2023-11-27 11:40:28,2.178s,PASSED
"waitForElementClickable(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""), 65)",Chrome 119.0.0.0,,,2023-11-27 11:40:28,2023-11-27 11:41:21,52.720s,PASSED
"click(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""))",Chrome 119.0.0.0,,,2023-11-27 11:41:21,2023-11-27 11:41:21,0.048s,PASSED
"setText(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Input_I_Want_To_Type""), Profile)",Chrome 119.0.0.0,,,2023-11-27 11:41:21,2023-11-27 11:41:21,0.414s,PASSED
"scrollToElement(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""), 0)",Chrome 119.0.0.0,,,2023-11-27 11:41:21,2023-11-27 11:41:21,0.031s,PASSED
"click(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""))",Chrome 119.0.0.0,,,2023-11-27 11:41:21,2023-11-27 11:41:23,2.117s,PASSED
delay(45),Chrome 119.0.0.0,,,2023-11-27 11:41:23,2023-11-27 11:42:08,45.014s,PASSED
"Education = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Educational_Info""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 11:42:08,2023-11-27 11:42:08,0.046s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EDUCATION"", Education, EducationNew)",Chrome 119.0.0.0,,,2023-11-27 11:42:08,2023-11-27 11:42:08,0.000s,PASSED
"Hobbies = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Hobbies""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 11:42:08,2023-11-27 11:42:09,0.064s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""HOBBIES"", Hobbies, HobbiesNew)",Chrome 119.0.0.0,,,2023-11-27 11:42:09,2023-11-27 11:42:09,0.000s,PASSED
"Expectations = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_expectation""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 11:42:09,2023-11-27 11:42:09,0.095s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EXPECTATIONS"", Expectations, ExpectationsNew)",Chrome 119.0.0.0,,,2023-11-27 11:42:09,2023-11-27 11:42:09,0.001s,PASSED
"Others = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Health""), ""value"")",Chrome 119.0.0.0,,,2023-11-27 11:42:09,2023-11-27 11:42:09,0.050s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""OTHERS"", Others, OtherNew)",Chrome 119.0.0.0,,,2023-11-27 11:42:09,2023-11-27 11:42:09,0.000s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Save  Continue""), 65)",Chrome 119.0.0.0,,,2023-11-27 11:42:09,2023-11-27 11:42:09,0.062s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Save  Continue""))",Chrome 119.0.0.0,,,2023-11-27 11:42:09,2023-11-27 11:42:11,2.149s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Thankyou_Page/Thankyou_Page_Objects/txt_h1_Thank you""), 0)",Chrome 119.0.0.0,,,2023-11-27 11:42:11,2023-11-27 11:42:11,0.220s,PASSED
delay(2),Chrome 119.0.0.0,,,2023-11-27 11:42:11,2023-11-27 11:42:13,2.011s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-27 11:42:13,2023-11-27 11:42:14,0.548s,PASSED
